InvoiceNo,InvoiceDate,InvoiceSum
574194,2011-11-03,25.200
574196,2011-11-03,15.000
574227,2011-11-03,121.500
574228,2011-11-03,19.800
574233,2011-11-03,15.000
574237,2011-11-03,78.260
574239,2011-11-03,69.080
574240,2011-11-03,103.090
574247,2011-11-03,109.700
574249,2011-11-03,45.050
574250,2011-11-03,17.350
574251,2011-11-03,32.880
574253,2011-11-03,10.200
574258,2011-11-03,8.410
574260,2011-11-03,33.300
574262,2011-11-03,46.600
574265,2011-11-03,37.400
574269,2011-11-03,194.440
574273,2011-11-03,41.750
574274,2011-11-03,30.000
574278,2011-11-03,15.900
574279,2011-11-03,18.630
574280,2011-11-03,90.000
574281,2011-11-03,23.220
574284,2011-11-03,52.100
574285,2011-11-03,81.600
574286,2011-11-03,33.000
574287,2011-11-03,38.390
574289,2011-11-03,10.080
574290,2011-11-03,23.510
574292,2011-11-03,17.840
574293,2011-11-03,3337.600
574295,2011-11-03,327.000
574297,2011-11-03,33.720
574298,2011-11-03,314.090
574300,2011-11-03,35.400
574302,2011-11-03,15.300
574303,2011-11-03,50.400
574304,2011-11-03,99.010
574305,2011-11-03,30.000
574306,2011-11-03,82.740
574308,2011-11-03,37.000
574310,2011-11-03,87.920
574311,2011-11-03,54.240
574312,2011-11-03,10.090
574313,2011-11-03,125.310
574314,2011-11-03,123.000
574315,2011-11-03,147.100
574316,2011-11-03,33.000
574317,2011-11-03,47.360
574319,2011-11-03,352.400
574321,2011-11-03,51.890
574323,2011-11-03,30.510
574326,2011-11-04,40.200
574328,2011-11-04,1264.340
574330,2011-11-04,17.160
574331,2011-11-04,38.700
574338,2011-11-04,31.600
574340,2011-11-04,8.400
574341,2011-11-04,345.600
574342,2011-11-04,17.850
574345,2011-11-04,105.600
574346,2011-11-04,54.240
574348,2011-11-04,45.000
574349,2011-11-04,118.600
574351,2011-11-04,16.320
574352,2011-11-04,236.400
574353,2011-11-04,3.750
574356,2011-11-04,209.830
574363,2011-11-04,352.080
574368,2011-11-04,28.240
574383,2011-11-04,7.880
574387,2011-11-04,47.340
574393,2011-11-04,55.200
574432,2011-11-04,2.600
574444,2011-11-04,26.680
574445,2011-11-04,42.600
574466,2011-11-04,55.560
574470,2011-11-04,2.500
574471,2011-11-04,9.960
574474,2011-11-04,1.850
574475,2011-11-04,43.800
574476,2011-11-04,40.590
574477,2011-11-04,41.150
574478,2011-11-04,12.050
574479,2011-11-04,0.850
574480,2011-11-04,74.000
574481,2011-11-04,60.400
574484,2011-11-04,97.800
574485,2011-11-04,133.200
574490,2011-11-04,14.040
574491,2011-11-04,84.050
574502,2011-11-04,24.300
574509,2011-11-04,25.700
574511,2011-11-04,39.600
574514,2011-11-04,198.870
574521,2011-11-04,68.740
574523,2011-11-04,35.400
574529,2011-11-04,17.900
574530,2011-11-04,10.300
574532,2011-11-04,294.430
574533,2011-11-04,166.800
574534,2011-11-04,1032.480
574535,2011-11-04,17.000
574536,2011-11-04,46.250
574544,2011-11-04,230.600
574545,2011-11-04,192.550
574547,2011-11-04,90.310
574555,2011-11-04,37.280
574557,2011-11-04,35.400
574559,2011-11-04,51.250
574560,2011-11-04,41.100
574561,2011-11-04,362.990
574573,2011-11-04,22.060
574575,2011-11-04,92.660
574589,2011-11-06,13.200
574590,2011-11-06,37.800
574591,2011-11-06,20.280
574619,2011-11-06,13.250
574624,2011-11-06,75.700
574629,2011-11-06,5.790
574631,2011-11-06,56.400
574643,2011-11-06,82.320
574654,2011-11-06,25.370
574655,2011-11-06,56.670
574656,2011-11-06,69.560
574657,2011-11-06,79.090
574659,2011-11-06,26.500
574660,2011-11-06,31.530
574661,2011-11-06,65.700
574662,2011-11-06,32.000
574663,2011-11-06,50.450
574664,2011-11-06,152.700
574667,2011-11-06,150.550
574669,2011-11-06,24.930
574670,2011-11-06,42.190
574671,2011-11-06,28.700
574672,2011-11-06,20.520
574673,2011-11-06,63.900
574674,2011-11-06,17.400
574675,2011-11-06,77.980
574676,2011-11-06,39.820
574677,2011-11-06,22.350
574678,2011-11-06,262.960
574680,2011-11-06,29.700
574681,2011-11-06,83.160
574682,2011-11-06,37.810
574683,2011-11-06,31.190
574684,2011-11-06,209.600
574686,2011-11-06,19.610
574687,2011-11-06,71.600
574691,2011-11-06,32.400
574692,2011-11-06,4.680
574693,2011-11-06,34.630
574696,2011-11-06,27.190
574698,2011-11-06,33.000
574699,2011-11-06,12.480
574700,2011-11-06,108.750
574701,2011-11-06,41.140
574702,2011-11-06,44.740
574704,2011-11-06,41.700
574706,2011-11-06,75.000
574707,2011-11-06,157.210
574708,2011-11-06,70.800
574709,2011-11-06,58.030
574710,2011-11-06,55.070
574714,2011-11-06,88.430
574716,2011-11-06,17.300
574717,2011-11-06,31.800
574718,2011-11-06,10.080
574719,2011-11-06,68.400
574720,2011-11-06,67.330
574721,2011-11-06,21.550
574722,2011-11-06,53.240
574725,2011-11-06,8.700
574726,2011-11-06,57.180
574728,2011-11-06,10.200
574732,2011-11-06,70.190
574733,2011-11-06,179.800
574734,2011-11-06,38.990
574735,2011-11-06,24.200
574737,2011-11-06,137.360
574738,2011-11-06,63.700
574739,2011-11-06,25.200
574741,2011-11-06,58.980
574743,2011-11-06,12.550
574744,2011-11-07,43.000
574746,2011-11-07,104.000
574747,2011-11-07,76.500
574749,2011-11-07,23.400
574750,2011-11-07,32.400
574752,2011-11-07,24.960
574754,2011-11-07,58.800
574756,2011-11-07,92.300
574777,2011-11-07,77.050
574824,2011-11-07,34.000
574826,2011-11-07,33.130
574830,2011-11-07,116.240
574831,2011-11-07,13.560
574836,2011-11-07,87.450
574837,2011-11-07,59.380
574839,2011-11-07,53.450
574840,2011-11-07,56.970
574842,2011-11-07,19.800
574846,2011-11-07,52.700
574852,2011-11-07,39.190
574856,2011-11-07,393.200
574861,2011-11-07,13.710
574863,2011-11-07,72.700
574864,2011-11-07,120.460
574866,2011-11-07,31.600
574867,2011-11-07,75.000
574868,2011-11-07,99.000
574871,2011-11-07,20.900
574873,2011-11-07,14.040
574877,2011-11-07,40.800
574878,2011-11-07,9.990
574880,2011-11-07,110.240
574882,2011-11-07,59.750
574883,2011-11-07,11.200
574887,2011-11-07,69.220
574888,2011-11-07,44.700
574890,2011-11-07,15.000
574891,2011-11-07,3.250
574892,2011-11-07,55.150
574893,2011-11-07,46.550
574896,2011-11-07,21.400
574898,2011-11-07,106.890
574899,2011-11-07,13.200
574901,2011-11-07,67.800
574903,2011-11-07,71.720
574907,2011-11-07,46.980
574909,2011-11-07,35.360
574910,2011-11-07,50.950
574911,2011-11-07,12.480
574914,2011-11-07,23.570
574917,2011-11-07,14.940
574919,2011-11-07,12.600
574920,2011-11-07,46.500
574921,2011-11-07,89.880
574923,2011-11-07,31.050
574933,2011-11-07,25.200
574934,2011-11-07,78.660
574936,2011-11-07,27.250
574937,2011-11-07,35.800
574940,2011-11-07,40.800
574941,2011-11-07,8552.600
574943,2011-11-08,54.600
574945,2011-11-08,25.200
574948,2011-11-08,30.000
574949,2011-11-08,20.800
574950,2011-11-08,760.380
574951,2011-11-08,77.100
574952,2011-11-08,6.960
574953,2011-11-08,23.600
574956,2011-11-08,95.180
574958,2011-11-08,39.930
574959,2011-11-08,50.620
574960,2011-11-08,216.160
574961,2011-11-08,6.960
574962,2011-11-08,173.850
574963,2011-11-08,32.700
574964,2011-11-08,191.040
574965,2011-11-08,37.540
574967,2011-11-08,291.030
574994,2011-11-08,27.900
575003,2011-11-08,99.700
575007,2011-11-08,37.500
575017,2011-11-08,40.670
575034,2011-11-08,9.600
575036,2011-11-08,53.200
575037,2011-11-08,24.100
575038,2011-11-08,171.840
575039,2011-11-08,42.130
575040,2011-11-08,100.100
575041,2011-11-08,45.000
575046,2011-11-08,87.360
575051,2011-11-08,29.960
575054,2011-11-08,73.860
575059,2011-11-08,30.880
575060,2011-11-08,170.940
575062,2011-11-08,67.000
575063,2011-11-08,20.420
575066,2011-11-08,34.910
575068,2011-11-08,58.600
575069,2011-11-08,17.000
575070,2011-11-08,65.990
575071,2011-11-08,20.800
575073,2011-11-08,50.350
575074,2011-11-08,32.360
575075,2011-11-08,16.000
575076,2011-11-08,105.700
575083,2011-11-08,78.540
575085,2011-11-08,134.000
575086,2011-11-08,86.280
575087,2011-11-08,17.140
575089,2011-11-08,47.700
575091,2011-11-08,80.560
575117,2011-11-08,26.090
575127,2011-11-08,62.400
575128,2011-11-08,9.360
575129,2011-11-08,73.000
575131,2011-11-08,10.200
575133,2011-11-08,12.500
575135,2011-11-08,25.020
575136,2011-11-08,66.150
575137,2011-11-08,270.600
575138,2011-11-08,503.940
575139,2011-11-08,133.890
575140,2011-11-08,38.100
575141,2011-11-08,131.040
575145,2011-11-08,68.000
575148,2011-11-08,46.200
575152,2011-11-08,56.160
575162,2011-11-08,5.950
575164,2011-11-08,40.200
575166,2011-11-08,6.960
575167,2011-11-08,15.000
575169,2011-11-08,131.520
575170,2011-11-08,54.450
575176,2011-11-08,717.330
575177,2011-11-08,492.090
575178,2011-11-09,345.800
575179,2011-11-09,17.000
575181,2011-11-09,83.200
575183,2011-11-09,168.350
575184,2011-11-09,103.680
575185,2011-11-09,35.400
575186,2011-11-09,53.160
575187,2011-11-09,21.000
575188,2011-11-09,59.800
575190,2011-11-09,102.000
575194,2011-11-09,37.300
575195,2011-11-09,15.000
575197,2011-11-09,10.200
575199,2011-11-09,59.600
575202,2011-11-09,52.320
575204,2011-11-09,29.700
575205,2011-11-09,237.600
575206,2011-11-09,270.540
575207,2011-11-09,48.000
575209,2011-11-09,6.960
575210,2011-11-09,84.340
575211,2011-11-09,14.280
575214,2011-11-09,108.520
575215,2011-11-09,25.000
575216,2011-11-09,46.600
575217,2011-11-09,38.550
575219,2011-11-09,1449.720
575220,2011-11-09,358.000
575221,2011-11-09,33.500
575222,2011-11-09,64.800
575255,2011-11-09,179.000
575256,2011-11-09,51.840
575258,2011-11-09,10.350
575269,2011-11-09,120.400
575297,2011-11-09,40.200
575298,2011-11-09,75.300
575300,2011-11-09,19.800
575302,2011-11-09,89.000
575303,2011-11-09,4.990
575305,2011-11-09,10.200
575312,2011-11-09,15.000
575317,2011-11-09,281.400
575318,2011-11-09,62.520
575319,2011-11-09,17.850
575320,2011-11-09,10.200
575321,2011-11-09,196.850
575323,2011-11-09,50.760
575324,2011-11-09,68.260
575325,2011-11-09,41.980
575328,2011-11-09,1470.000
575329,2011-11-09,28.900
575330,2011-11-09,20.800
575331,2011-11-09,181.060
575334,2011-11-09,91.240
575336,2011-11-09,10.120
575337,2011-11-09,16.050
575339,2011-11-09,126.280
575340,2011-11-09,109.050
575342,2011-11-09,37.140
575356,2011-11-09,24.750
575360,2011-11-09,17.400
575366,2011-11-09,78.450
575367,2011-11-09,33.000
575368,2011-11-09,25.840
575369,2011-11-09,115.560
575370,2011-11-09,34.000
575371,2011-11-09,120.800
575383,2011-11-09,50.760
575384,2011-11-09,60.400
575389,2011-11-09,20.400
575390,2011-11-09,15.000
575391,2011-11-09,23.400
575392,2011-11-09,6.960
575410,2011-11-09,67.800
575475,2011-11-09,206.760
575476,2011-11-09,249.480
575477,2011-11-09,392.680
575480,2011-11-09,29.700
575481,2011-11-09,84.540
575482,2011-11-09,24.710
575483,2011-11-09,87.280
575484,2011-11-09,55.400
575485,2011-11-09,17.400
575487,2011-11-09,32.560
575490,2011-11-09,27.380
575491,2011-11-09,132.660
575493,2011-11-10,65.400
575495,2011-11-10,154.760
575496,2011-11-10,39.600
575499,2011-11-10,137.460
575500,2011-11-10,90.700
575502,2011-11-10,37.680
575504,2011-11-10,69.210
575507,2011-11-10,178.360
575509,2011-11-10,83.200
575512,2011-11-10,178.100
575515,2011-11-10,19.800
575516,2011-11-10,772.980
575517,2011-11-10,50.200
575520,2011-11-10,47.160
575563,2011-11-10,47.500
575574,2011-11-10,1.490
575576,2011-11-10,116.760
575583,2011-11-10,55.060
575587,2011-11-10,28.930
575589,2011-11-10,90.900
575601,2011-11-10,9.400
575602,2011-11-10,89.520
575603,2011-11-10,29.000
575605,2011-11-10,86.900
575607,2011-11-10,496.660
575609,2011-11-10,28.650
575610,2011-11-10,15.900
575611,2011-11-10,21.000
575612,2011-11-10,110.100
575618,2011-11-10,15.000
575619,2011-11-10,201.600
575620,2011-11-10,30.000
575621,2011-11-10,13.750
575622,2011-11-10,7.560
575623,2011-11-10,3.750
575624,2011-11-10,33.200
575628,2011-11-10,42.550
575631,2011-11-10,14.090
575633,2011-11-10,23.800
575634,2011-11-10,47.880
575637,2011-11-10,72.850
575639,2011-11-10,35.400
575640,2011-11-10,28.760
575642,2011-11-10,35.850
575643,2011-11-10,90.300
575647,2011-11-10,38.800
575649,2011-11-10,50.970
575652,2011-11-10,8.950
575654,2011-11-10,19.800
575655,2011-11-10,12.450
575656,2011-11-10,45.400
575659,2011-11-10,115.650
575660,2011-11-10,15.800
575668,2011-11-10,17.240
575673,2011-11-10,34.680
575677,2011-11-10,8.500
575678,2011-11-10,60.360
575680,2011-11-10,75.600
575681,2011-11-10,31.790
575682,2011-11-10,58.500
575683,2011-11-10,437.100
575684,2011-11-10,33.200
575685,2011-11-10,108.800
575687,2011-11-10,674.240
575688,2011-11-10,169.320
575689,2011-11-10,15.000
575690,2011-11-10,29.520
575693,2011-11-10,25.200
575694,2011-11-10,17.630
575696,2011-11-10,10.000
575698,2011-11-10,120.430
575700,2011-11-10,32.400
575701,2011-11-10,50.200
575703,2011-11-10,17.700
575705,2011-11-10,88.100
575706,2011-11-10,41.360
575708,2011-11-10,15.000
575710,2011-11-10,8.690
575718,2011-11-10,12.000
575723,2011-11-10,8.500
575725,2011-11-10,152.800
575726,2011-11-10,58.350
575727,2011-11-10,45.000
575729,2011-11-10,117.450
575730,2011-11-10,25.980
575731,2011-11-10,32.190
575737,2011-11-11,62.400
575738,2011-11-11,8.500
575739,2011-11-11,486.440
575740,2011-11-11,78.060
575741,2011-11-11,38.100
575744,2011-11-11,90.240
575745,2011-11-11,78.900
575748,2011-11-11,320.210
575753,2011-11-11,36.310
575755,2011-11-11,25.600
575756,2011-11-11,31.050
575757,2011-11-11,19.430
575760,2011-11-11,72.900
575766,2011-11-11,3.760
575767,2011-11-11,68.100
575828,2011-11-11,37.600
575837,2011-11-11,53.730
575838,2011-11-11,42.200
575840,2011-11-11,159.870
575842,2011-11-11,25.220
575843,2011-11-11,21.750
575844,2011-11-11,0.650
575846,2011-11-11,125.780
575847,2011-11-11,17.700
575848,2011-11-11,33.760
575849,2011-11-11,16.500
575850,2011-11-11,138.240
575851,2011-11-11,40.830
575852,2011-11-11,34.600
575853,2011-11-11,37.500
575854,2011-11-11,199.660
575855,2011-11-11,22.920
575856,2011-11-11,43.670
575866,2011-11-11,237.600
575867,2011-11-11,61.720
575868,2011-11-11,35.340
575870,2011-11-11,52.480
575874,2011-11-11,29.260
575875,2011-11-11,327.790
575877,2011-11-11,59.200
575882,2011-11-11,152.640
575885,2011-11-11,87.550
575889,2011-11-11,8.250
575890,2011-11-11,15.000
575892,2011-11-11,4.950
575893,2011-11-11,46.700
575895,2011-11-11,107.680
575897,2011-11-11,30.000
575898,2011-11-11,9.670
575899,2011-11-11,85.680
575900,2011-11-11,2.500
575902,2011-11-11,87.800
575903,2011-11-11,30.600
575904,2011-11-11,19.150
575905,2011-11-11,102.240
575906,2011-11-11,7.540
575908,2011-11-11,59.400
575911,2011-11-11,89.560
575914,2011-11-11,100.800
575917,2011-11-11,193.480
575918,2011-11-11,66.980
575919,2011-11-11,732.340
575920,2011-11-11,306.000
575923,2011-11-11,65.500
575928,2011-11-11,7.500
575929,2011-11-11,47.180
575930,2011-11-11,1077.140
575931,2011-11-13,86.680
575932,2011-11-13,11.200
575934,2011-11-13,1.650
575935,2011-11-13,13.200
575936,2011-11-13,22.980
575937,2011-11-13,12.600
575938,2011-11-13,55.150
575939,2011-11-13,36.900
575941,2011-11-13,14.350
575942,2011-11-13,20.600
575943,2011-11-13,57.450
575944,2011-11-13,138.960
575945,2011-11-13,152.640
575947,2011-11-13,416.150
575949,2011-11-13,107.280
575950,2011-11-13,111.960
575952,2011-11-13,15.830
575954,2011-11-13,77.230
575957,2011-11-13,21.570
575958,2011-11-13,0.420
575959,2011-11-13,112.240
575960,2011-11-13,14.040
575961,2011-11-13,14.850
575964,2011-11-13,56.910
575965,2011-11-13,54.960
575969,2011-11-13,45.430
575970,2011-11-13,18.200
575972,2011-11-13,73.960
575975,2011-11-13,179.980
575976,2011-11-13,13.300
575977,2011-11-13,29.000
575978,2011-11-13,250.200
575979,2011-11-13,39.950
575981,2011-11-13,36.660
575983,2011-11-13,12.900
575984,2011-11-13,31.200
575985,2011-11-13,29.990
575986,2011-11-13,80.050
575987,2011-11-13,12.480
575988,2011-11-13,48.300
575989,2011-11-13,37.400
576014,2011-11-13,10.950
576025,2011-11-13,21.870
576045,2011-11-13,31.170
576052,2011-11-13,68.610
576053,2011-11-13,80.180
576054,2011-11-13,20.030
576055,2011-11-13,85.350
576057,2011-11-13,26.200
576059,2011-11-13,70.460
576060,2011-11-13,40.050
576061,2011-11-13,54.250
576062,2011-11-13,159.720
576065,2011-11-13,36.480
576066,2011-11-13,12.200
576067,2011-11-13,88.940
576068,2011-11-13,71.700
576069,2011-11-13,42.530
576070,2011-11-13,56.610
576071,2011-11-13,36.560
576073,2011-11-13,30.520
576074,2011-11-13,9.960
576075,2011-11-13,36.340
576076,2011-11-13,81.050
576077,2011-11-13,27.400
576078,2011-11-13,86.880
576079,2011-11-13,14.850
576081,2011-11-14,41.600
576084,2011-11-14,15.000
576085,2011-11-14,15.000
576086,2011-11-14,15.000
576088,2011-11-14,145.000
576091,2011-11-14,97.500
576092,2011-11-14,80.200
576093,2011-11-14,41.580
576094,2011-11-14,39.640
576095,2011-11-14,39.600
576096,2011-11-14,25.500
576097,2011-11-14,17.400
576098,2011-11-14,80.780
576099,2011-11-14,40.000
576112,2011-11-14,42.960
576121,2011-11-14,19.840
576137,2011-11-14,638.200
576147,2011-11-14,66.000
576148,2011-11-14,30.600
576172,2011-11-14,111.480
576175,2011-11-14,20.400
576176,2011-11-14,29.830
576179,2011-11-14,670.000
576181,2011-11-14,55.010
576182,2011-11-14,12.600
576184,2011-11-14,15.000
576186,2011-11-14,145.000
576187,2011-11-14,61.850
576188,2011-11-14,54.660
576189,2011-11-14,32.670
576190,2011-11-14,2.500
576191,2011-11-14,29.700
576196,2011-11-14,18.960
576198,2011-11-14,48.000
576200,2011-11-14,21.250
576202,2011-11-14,267.400
576212,2011-11-14,88.770
576213,2011-11-14,30.930
576214,2011-11-14,1.640
576215,2011-11-14,81.000
576217,2011-11-14,28.640
576219,2011-11-14,892.680
576228,2011-11-14,20.250
576236,2011-11-14,57.980
576246,2011-11-14,47.700
576249,2011-11-14,21.010
576251,2011-11-14,29.700
576252,2011-11-14,194.980
576254,2011-11-14,59.400
576255,2011-11-14,65.810
576256,2011-11-14,40.200
576259,2011-11-14,32.280
576274,2011-11-14,53.550
576275,2011-11-14,386.400
576300,2011-11-14,28.610
576301,2011-11-14,19.800
576303,2011-11-14,58.550
576321,2011-11-14,21.850
576323,2011-11-14,53.390
576326,2011-11-14,39.900
576328,2011-11-14,20.800
576329,2011-11-14,502.040
576339,2011-11-14,552.570
576347,2011-11-14,4.950
576351,2011-11-14,19.290
576352,2011-11-14,29.700
576353,2011-11-14,52.600
576354,2011-11-14,208.800
576355,2011-11-14,128.520
576356,2011-11-14,83.100
576357,2011-11-14,12.750
576359,2011-11-14,194.000
576362,2011-11-14,32.400
576364,2011-11-14,126.570
576365,2011-11-14,3932.850
576370,2011-11-15,135.000
576372,2011-11-15,237.500
576374,2011-11-15,435.600
576376,2011-11-15,56.600
576378,2011-11-15,45.600
576379,2011-11-15,71.040
576381,2011-11-15,58.800
576382,2011-11-15,17.700
576383,2011-11-15,42.000
576386,2011-11-15,87.500
576387,2011-11-15,15.000
576388,2011-11-15,110.740
576391,2011-11-15,394.830
576392,2011-11-15,90.000
576400,2011-11-15,146.940
576405,2011-11-15,27.800
576412,2011-11-15,7.800
576447,2011-11-15,25.860
576463,2011-11-15,54.830
576503,2011-11-15,60.300
576508,2011-11-15,36.850
576510,2011-11-15,15.000
576511,2011-11-15,36.450
576512,2011-11-15,440.000
576513,2011-11-15,25.450
576514,2011-11-15,28.980
576516,2011-11-15,110.840
576518,2011-11-15,45.750
576520,2011-11-15,33.650
576538,2011-11-15,162.700
576540,2011-11-15,28.970
576543,2011-11-15,96.520
576553,2011-11-15,13.350
576554,2011-11-15,65.400
576555,2011-11-15,15.000
576556,2011-11-15,59.880
576557,2011-11-15,21.550
576558,2011-11-15,15.000
576559,2011-11-15,6.660
576560,2011-11-15,27.590
576563,2011-11-15,44.700
576564,2011-11-15,9.950
576567,2011-11-15,6.500
576568,2011-11-15,47.150
576570,2011-11-15,27.100
576571,2011-11-15,62.400
576573,2011-11-15,32.820
576574,2011-11-15,69.240
576575,2011-11-15,127.100
576581,2011-11-15,121.440
576587,2011-11-15,31.650
576589,2011-11-15,64.080
576590,2011-11-15,314.680
576592,2011-11-15,128.550
576593,2011-11-15,83.540
576597,2011-11-15,170.400
576598,2011-11-15,45.000
576599,2011-11-15,155.850
576600,2011-11-15,45.800
576601,2011-11-15,52.950
576604,2011-11-15,154.350
576605,2011-11-15,21.600
576608,2011-11-15,228.960
576609,2011-11-15,27.150
576610,2011-11-15,9.000
576611,2011-11-15,182.750
576613,2011-11-15,79.600
576614,2011-11-15,39.350
576615,2011-11-15,27.130
576617,2011-11-15,1249.720
576618,2011-11-15,673.040
576623,2011-11-15,219.000
576624,2011-11-15,25.140
576625,2011-11-15,8.320
576626,2011-11-15,26.100
576628,2011-11-16,41.250
576633,2011-11-16,119.430
576638,2011-11-16,36.710
576639,2011-11-16,47.700
576641,2011-11-16,28.080
576642,2011-11-16,9.960
576644,2011-11-16,627.380
576645,2011-11-16,129.790
576648,2011-11-16,49.500
576649,2011-11-16,30.000
576650,2011-11-16,328.700
576651,2011-11-16,168.400
576652,2011-11-16,42.300
576654,2011-11-16,8.320
576655,2011-11-16,77.000
576658,2011-11-16,40.050
576660,2011-11-16,19.800
576661,2011-11-16,24.960
576663,2011-11-16,19.800
576665,2011-11-16,129.180
576667,2011-11-16,187.200
576677,2011-11-16,39.200
576684,2011-11-16,36.500
576686,2011-11-16,31.000
576687,2011-11-16,25.570
576688,2011-11-16,234.790
576689,2011-11-16,20.470
576690,2011-11-16,28.130
576692,2011-11-16,17.400
576693,2011-11-16,226.080
576694,2011-11-16,40.200
576695,2011-11-16,17.130
576696,2011-11-16,55.050
576704,2011-11-16,18.150
576734,2011-11-16,23.500
576758,2011-11-16,36.600
576769,2011-11-16,16.500
576770,2011-11-16,19.000
576771,2011-11-16,84.260
576778,2011-11-16,40.440
576779,2011-11-16,185.840
576780,2011-11-16,29.500
576781,2011-11-16,18.720
576783,2011-11-16,16.500
576784,2011-11-16,61.140
576786,2011-11-16,15.000
576792,2011-11-16,20.400
576809,2011-11-16,38.400
576824,2011-11-16,171.360
576826,2011-11-16,15.000
576828,2011-11-16,4.150
576830,2011-11-16,31.520
576832,2011-11-16,145.720
576833,2011-11-16,19.560
576834,2011-11-16,20.400
576836,2011-11-16,75.000
576837,2011-11-16,559.190
576838,2011-11-16,34.650
576840,2011-11-16,739.560
576842,2011-11-16,30.000
576844,2011-11-16,174.400
576845,2011-11-16,46.300
576846,2011-11-16,152.180
576847,2011-11-16,181.260
576848,2011-11-16,30.630
576849,2011-11-16,9.900
576851,2011-11-16,34.200
576852,2011-11-16,26.440
576854,2011-11-16,6.960
576855,2011-11-16,14.300
576857,2011-11-16,24.160
576859,2011-11-16,72.000
576860,2011-11-16,85.310
576861,2011-11-16,34.500
576862,2011-11-16,59.450
576864,2011-11-16,11.410
576865,2011-11-16,22.120
576867,2011-11-16,9.960
576872,2011-11-16,33.280
576873,2011-11-16,11.330
576875,2011-11-16,122.800
576876,2011-11-16,91.820
576879,2011-11-16,111.800
576881,2011-11-16,13.920
576889,2011-11-16,63.200
576900,2011-11-17,59.400
576901,2011-11-17,49.090
576905,2011-11-17,26.760
576906,2011-11-17,121.880
576911,2011-11-17,35.030
576912,2011-11-17,219.480
576913,2011-11-17,10.080
576916,2011-11-17,15.000
576917,2011-11-17,52.900
576920,2011-11-17,220.100
576924,2011-11-17,63.810
576926,2011-11-17,38.400
576928,2011-11-17,60.000
576930,2011-11-17,62.760
576931,2011-11-17,34.440
576932,2011-11-17,83.770
576933,2011-11-17,22.410
576948,2011-11-17,71.400
576971,2011-11-17,25.080
576984,2011-11-17,45.000
576995,2011-11-17,23.400
577008,2011-11-17,26.420
577009,2011-11-17,34.900
577010,2011-11-17,138.470
577016,2011-11-17,50.100
577018,2011-11-17,14.040
577019,2011-11-17,50.400
577022,2011-11-17,39.980
577023,2011-11-17,86.300
577024,2011-11-17,13.210
577025,2011-11-17,57.620
577026,2011-11-17,12.350
577028,2011-11-17,69.600
577029,2011-11-17,126.180
577031,2011-11-17,42.960
577032,2011-11-17,34.800
577033,2011-11-17,56.450
577034,2011-11-17,117.540
577038,2011-11-17,71.690
577048,2011-11-17,29.700
577049,2011-11-17,34.640
577050,2011-11-17,27.500
577051,2011-11-17,13.950
577052,2011-11-17,51.100
577053,2011-11-17,69.750
577056,2011-11-17,205.800
577057,2011-11-17,56.420
577058,2011-11-17,51.090
577060,2011-11-17,61.800
577062,2011-11-17,41.440
577063,2011-11-17,29.700
577065,2011-11-17,5.800
577071,2011-11-17,380.020
577076,2011-11-17,41.700
577077,2011-11-17,121.720
577078,2011-11-17,381.290
577079,2011-11-17,85.920
577082,2011-11-17,76.800
577083,2011-11-17,10.080
577084,2011-11-17,14.850
577085,2011-11-17,131.160
577086,2011-11-17,24.180
577088,2011-11-17,60.000
577089,2011-11-17,1.950
577090,2011-11-17,48.980
577091,2011-11-17,33.900
577092,2011-11-17,93.400
577093,2011-11-17,37.400
577094,2011-11-17,19.050
577095,2011-11-17,43.450
577098,2011-11-17,102.000
577099,2011-11-17,35.800
577100,2011-11-17,59.000
577101,2011-11-17,10.200
577103,2011-11-17,10.200
577104,2011-11-17,53.300
577106,2011-11-17,60.990
577107,2011-11-17,27.480
577108,2011-11-17,64.120
577109,2011-11-17,32.000
577110,2011-11-17,30.000
577127,2011-11-17,120.180
577128,2011-11-17,13.800
577133,2011-11-18,13.520
577134,2011-11-18,199.200
577139,2011-11-18,15.000
577141,2011-11-18,15.000
577142,2011-11-18,24.960
577143,2011-11-18,42.500
577148,2011-11-18,420.360
577150,2011-11-18,562.530
577155,2011-11-18,22.560
577156,2011-11-18,47.700
577158,2011-11-18,63.000
577161,2011-11-18,17.000
577162,2011-11-18,29.700
577165,2011-11-18,6.960
577167,2011-11-18,51.030
577171,2011-11-18,53.780
577173,2011-11-18,13.200
577174,2011-11-18,13.850
577175,2011-11-18,50.680
577176,2011-11-18,30.000
577177,2011-11-18,4.160
577179,2011-11-18,33.000
577181,2011-11-18,276.000
577182,2011-11-18,41.600
577209,2011-11-18,163.200
577217,2011-11-18,12.450
577218,2011-11-18,20.160
577230,2011-11-18,22.680
577252,2011-11-18,6.310
577256,2011-11-18,69.600
577258,2011-11-18,13.850
577286,2011-11-18,4.150
577296,2011-11-18,2.550
577297,2011-11-18,37.850
577300,2011-11-18,61.330
577302,2011-11-18,25.750
577303,2011-11-18,121.650
577308,2011-11-18,22.040
577309,2011-11-18,83.220
577310,2011-11-18,150.680
577311,2011-11-18,9.900
577312,2011-11-18,86.100
577315,2011-11-18,24.190
577317,2011-11-18,20.770
577318,2011-11-18,211.200
577319,2011-11-18,19.320
577320,2011-11-18,25.200
577321,2011-11-18,70.800
577325,2011-11-18,76.320
577329,2011-11-18,11.150
577331,2011-11-18,4.600
